iter	Logloss
120	9.160571521e-05
121	9.160571521e-05
122	9.160343679e-05
123	9.160343679e-05
124	9.160113439e-05
125	9.15987826e-05
126	9.159420218e-05
127	9.159188572e-05
128	9.159188572e-05
129	9.158735591e-05
130	9.158735591e-05
131	9.158735591e-05
132	9.158735591e-05
133	9.158735591e-05
134	9.158735591e-05
135	9.158277672e-05
136	9.158277672e-05
137	9.157811841e-05
138	9.157694625e-05
139	9.15723171e-05
140	9.157002954e-05
141	9.156773643e-05
142	9.156309312e-05
143	9.156309312e-05
144	9.156309312e-05
145	9.156077169e-05
146	9.155612916e-05
147	9.155612916e-05
148	9.155498795e-05
149	9.155268824e-05
150	9.155036001e-05
151	9.154584978e-05
152	9.154466782e-05
153	9.154466782e-05
154	9.154000724e-05
155	9.153768853e-05
156	9.153309951e-05
157	9.153191791e-05
158	9.15272358e-05
159	9.152608781e-05
160	9.152493441e-05
161	9.152375362e-05
162	9.152375362e-05
163	9.15191303e-05
164	9.151798372e-05
165	9.151798372e-05
166	9.151681323e-05
167	9.151220329e-05
168	9.150991898e-05
169	9.150765146e-05
170	9.150530489e-05
171	9.150530489e-05
172	9.150415868e-05
173	9.15030272e-05
174	9.150185758e-05
175	9.150069818e-05
176	9.149615269e-05
177	9.149154501e-05
178	9.148921294e-05
179	9.148806054e-05
180	9.148572867e-05
181	9.148458182e-05
182	9.148225734e-05
183	9.148107716e-05
184	9.147642943e-05
185	9.147180985e-05
186	9.146720482e-05
187	9.146603567e-05
188	9.146141723e-05
189	9.145908683e-05
190	9.14579073e-05
191	9.14579073e-05
192	9.145328516e-05
193	9.144866352e-05
194	9.144405847e-05
195	9.144289215e-05
196	9.144058886e-05
197	9.143826681e-05
198	9.143709847e-05
199	9.143594348e-05
200	9.143594348e-05
201	9.143479202e-05
202	9.143017241e-05
203	9.143017241e-05
204	9.142784373e-05
205	9.142668899e-05
206	9.142553429e-05
207	9.142092968e-05
208	9.141860151e-05
209	9.141628802e-05
210	9.141161718e-05
211	9.140928953e-05
212	9.140697654e-05
213	9.140466369e-05
214	9.140004738e-05
215	9.13977349e-05
216	9.139542255e-05
217	9.139542255e-05
218	9.139542255e-05
219	9.139426149e-05
220	9.139426149e-05
221	9.139426149e-05
222	9.139426149e-05
223	9.139194933e-05
224	9.139194933e-05
225	9.139194933e-05
226	9.13896373e-05
227	9.138502264e-05
228	9.138502264e-05
229	9.138502264e-05
230	9.138271098e-05
231	9.138271098e-05
232	9.138271098e-05
233	9.138271098e-05
234	9.138271098e-05
235	9.138271098e-05
236	9.138271098e-05
237	9.138271098e-05
238	9.138271098e-05
239	9.138271098e-05
240	9.138271098e-05
241	9.138271098e-05
242	9.138271098e-05
243	9.138271098e-05
244	9.138271098e-05
245	9.138271098e-05
246	9.138271098e-05
247	9.138271098e-05
248	9.138271098e-05
249	9.138271098e-05
250	9.138271098e-05
251	9.138271098e-05
252	9.138271098e-05
253	9.138271098e-05
254	9.138271098e-05
255	9.138271098e-05
256	9.138271098e-05
257	9.138271098e-05
258	9.138271098e-05
259	9.138271098e-05
260	9.138271098e-05
261	9.138271098e-05
262	9.138271098e-05
263	9.138271098e-05
264	9.138271098e-05
265	9.138271098e-05
266	9.138271098e-05
267	9.138271098e-05
268	9.138271098e-05
269	9.138271098e-05
270	9.138271098e-05
271	9.138271098e-05
272	9.138271098e-05
273	9.138271098e-05
274	9.138271098e-05
275	9.138271098e-05
276	9.138271098e-05
277	9.138271098e-05
278	9.138271098e-05
279	9.138271098e-05
280	9.138271098e-05
281	9.138271098e-05
282	9.138271098e-05
283	9.138271098e-05
284	9.138271098e-05
285	9.138271098e-05
286	9.138271098e-05
287	9.138271098e-05
288	9.138271098e-05
289	9.138271098e-05
290	9.138271098e-05
291	9.138271098e-05
292	9.138271098e-05
293	9.138271098e-05
294	9.138271098e-05
295	9.138271098e-05
296	9.138271098e-05
297	9.138271098e-05
298	9.138271098e-05
299	9.138271098e-05
300	9.138271098e-05
301	9.138271098e-05
302	9.138271098e-05
303	9.138271098e-05
304	9.138271098e-05
305	9.138271098e-05
306	9.138271098e-05
307	9.138271098e-05
308	9.138271098e-05
309	9.138271098e-05
310	9.138271098e-05
311	9.138271098e-05
312	9.138271098e-05
313	9.138271098e-05
314	9.138271098e-05
315	9.138271098e-05
316	9.138271098e-05
317	9.138271098e-05
318	9.138271098e-05
319	9.138271098e-05
320	9.138271098e-05
321	9.138271098e-05
322	9.138271098e-05
323	9.138271098e-05
324	9.138271098e-05
325	9.138271098e-05
326	9.138271098e-05
327	9.138271098e-05
328	9.138271098e-05
329	9.138271098e-05
330	9.138271098e-05
331	9.138271098e-05
332	9.138271098e-05
333	9.138271098e-05
334	9.138271098e-05
335	9.138271098e-05
336	9.138271098e-05
337	9.138271098e-05
338	9.138271098e-05
339	9.138271098e-05
340	9.138271098e-05
341	9.138271098e-05
342	9.138271098e-05
343	9.138271098e-05
344	9.138271098e-05
345	9.138271098e-05
346	9.138271098e-05
347	9.138271098e-05
348	9.138271098e-05
349	9.138271098e-05
350	9.138271098e-05
351	9.138271098e-05
352	9.138271098e-05
353	9.138271098e-05
354	9.138271098e-05
355	9.138271098e-05
356	9.138271098e-05
357	9.138271098e-05
358	9.138271098e-05
359	9.138271098e-05
360	9.138271098e-05
361	9.138271098e-05
362	9.138271098e-05
363	9.138271098e-05
364	9.138271098e-05
365	9.138271098e-05
366	9.138271098e-05
367	9.138271098e-05
368	9.138271098e-05
369	9.138271098e-05
370	9.138271098e-05
371	9.138271098e-05
372	9.138271098e-05
373	9.138271098e-05
374	9.138271098e-05
375	9.138271098e-05
376	9.138271098e-05
377	9.138271098e-05
378	9.138271098e-05
379	9.138271098e-05
380	9.138271098e-05
381	9.138271098e-05
382	9.138271098e-05
383	9.138271098e-05
384	9.138271098e-05
385	9.138271098e-05
386	9.138271098e-05
387	9.138271098e-05
388	9.138271098e-05
389	9.138271098e-05
390	9.138271098e-05
391	9.138271098e-05
392	9.138271098e-05
393	9.138271098e-05
394	9.138271098e-05
395	9.138271098e-05
396	9.138271098e-05
397	9.138271098e-05
398	9.138271098e-05
399	9.138271098e-05
400	9.138271098e-05
401	9.138271098e-05
402	9.138271098e-05
403	9.138271098e-05
404	9.138271098e-05
405	9.138271098e-05
406	9.138271098e-05
407	9.138271098e-05
408	9.138271098e-05
409	9.138271098e-05
410	9.138271098e-05
411	9.138271098e-05
412	9.138271098e-05
413	9.138271098e-05
414	9.138271098e-05
415	9.138271098e-05
416	9.138271098e-05
417	9.138271098e-05
418	9.138271098e-05
419	9.138271098e-05
420	9.138271098e-05
421	9.138271098e-05
422	9.138271098e-05
423	9.138271098e-05
424	9.138271098e-05
425	9.138271098e-05
426	9.138271098e-05
427	9.138271098e-05
428	9.138271098e-05
429	9.138271098e-05
430	9.138271098e-05
431	9.138271098e-05
432	9.138271098e-05
433	9.138271098e-05
434	9.138271098e-05
435	9.138271098e-05
436	9.138271098e-05
437	9.138271098e-05
438	9.138271098e-05
439	9.138271098e-05
440	9.138271098e-05
441	9.138271098e-05
442	9.138271098e-05
443	9.138271098e-05
444	9.138271098e-05
445	9.138271098e-05
446	9.138271098e-05
447	9.138271098e-05
448	9.138271098e-05
449	9.138271098e-05
450	9.138271098e-05
451	9.138271098e-05
452	9.138271098e-05
453	9.138271098e-05
454	9.138271098e-05
455	9.138271098e-05
456	9.138271098e-05
457	9.138271098e-05
458	9.138271098e-05
459	9.138271098e-05
460	9.138271098e-05
461	9.138271098e-05
462	9.138271098e-05
463	9.138271098e-05
464	9.138271098e-05
465	9.138271098e-05
466	9.138271098e-05
467	9.138271098e-05
468	9.138271098e-05
469	9.138271098e-05
470	9.138271098e-05
471	9.138271098e-05
472	9.138271098e-05
473	9.138271098e-05
474	9.138271098e-05
475	9.138271098e-05
476	9.138271098e-05
477	9.138271098e-05
478	9.138271098e-05
479	9.138271098e-05
480	9.138271098e-05
481	9.138271098e-05
482	9.138271098e-05
483	9.138271098e-05
484	9.138271098e-05
485	9.138271098e-05
486	9.138271098e-05
487	9.138271098e-05
488	9.138271098e-05
489	9.138271098e-05
490	9.138271098e-05
491	9.138271098e-05
492	9.138271098e-05
493	9.138271098e-05
494	9.138271098e-05
495	9.138271098e-05
496	9.138271098e-05
497	9.138271098e-05
498	9.138271098e-05
499	9.138271098e-05
500	9.138271098e-05
501	9.138271098e-05
502	9.138271098e-05
503	9.138271098e-05
504	9.138271098e-05
505	9.138271098e-05
506	9.138271098e-05
507	9.138271098e-05
508	9.138271098e-05
509	9.138271098e-05
510	9.138271098e-05
511	9.138271098e-05
512	9.138271098e-05
513	9.138271098e-05
514	9.138271098e-05
515	9.138271098e-05
516	9.138271098e-05
517	9.138271098e-05
518	9.138271098e-05
519	9.138271098e-05
520	9.138271098e-05
521	9.138271098e-05
522	9.138271098e-05
523	9.138271098e-05
524	9.138271098e-05
525	9.138271098e-05
526	9.138271098e-05
527	9.138271098e-05
528	9.138271098e-05
529	9.138271098e-05
530	9.138271098e-05
531	9.138271098e-05
532	9.138271098e-05
533	9.138271098e-05
534	9.138271098e-05
535	9.138271098e-05
536	9.138271098e-05
537	9.138271098e-05
538	9.138271098e-05
539	9.138271098e-05
540	9.138271098e-05
541	9.138271098e-05
542	9.138271098e-05
543	9.138271098e-05
544	9.138271098e-05
545	9.138271098e-05
546	9.138271098e-05
547	9.138271098e-05
548	9.138271098e-05
549	9.138271098e-05
550	9.138271098e-05
551	9.138271098e-05
552	9.138271098e-05
553	9.138271098e-05
554	9.138271098e-05
555	9.138271098e-05
556	9.138271098e-05
557	9.138271098e-05
558	9.138271098e-05
559	9.138271098e-05
560	9.138271098e-05
561	9.138271098e-05
562	9.138271098e-05
563	9.138271098e-05
564	9.138271098e-05
565	9.138271098e-05
566	9.138271098e-05
567	9.138271098e-05
568	9.138271098e-05
569	9.138271098e-05
570	9.138271098e-05
571	9.138271098e-05
572	9.138271098e-05
573	9.138271098e-05
574	9.138271098e-05
575	9.138271098e-05
576	9.138271098e-05
577	9.138271098e-05
578	9.138271098e-05
579	9.138271098e-05
580	9.138271098e-05
581	9.138271098e-05
582	9.138271098e-05
583	9.138271098e-05
584	9.138271098e-05
585	9.138271098e-05
586	9.138271098e-05
587	9.138271098e-05
588	9.138271098e-05
589	9.138271098e-05
590	9.138271098e-05
591	9.138271098e-05
592	9.138271098e-05
593	9.138271098e-05
594	9.138271098e-05
595	9.138271098e-05
596	9.138271098e-05
597	9.138271098e-05
598	9.138271098e-05
599	9.138271098e-05
600	9.138271098e-05
601	9.138271098e-05
602	9.138271098e-05
603	9.138271098e-05
604	9.138271098e-05
605	9.138271098e-05
606	9.138271098e-05
607	9.138271098e-05
608	9.138271098e-05
609	9.138271098e-05
610	9.138271098e-05
611	9.138271098e-05
612	9.138271098e-05
613	9.138271098e-05
614	9.138271098e-05
615	9.138271098e-05
616	9.138271098e-05
617	9.138271098e-05
618	9.138271098e-05
619	9.138271098e-05
620	9.138271098e-05
621	9.138271098e-05
622	9.138271098e-05
623	9.138271098e-05
624	9.138271098e-05
625	9.138271098e-05
626	9.138271098e-05
627	9.138271098e-05
628	9.138271098e-05
629	9.138271098e-05
630	9.138271098e-05
631	9.138271098e-05
632	9.138271098e-05
633	9.138271098e-05
634	9.138271098e-05
635	9.138271098e-05
636	9.138271098e-05
637	9.138271098e-05
638	9.138271098e-05
639	9.138271098e-05
640	9.138271098e-05
641	9.138271098e-05
642	9.138271098e-05
643	9.138271098e-05
644	9.138271098e-05
645	9.138271098e-05
646	9.138271098e-05
647	9.138271098e-05
648	9.138271098e-05
649	9.138271098e-05
650	9.138271098e-05
651	9.138271098e-05
652	9.138271098e-05
653	9.138271098e-05
654	9.138271098e-05
655	9.138271098e-05
656	9.138271098e-05
657	9.138271098e-05
658	9.138271098e-05
659	9.138271098e-05
660	9.138271098e-05
661	9.138271098e-05
662	9.138271098e-05
663	9.138271098e-05
664	9.138271098e-05
665	9.138271098e-05
666	9.138271098e-05
667	9.138271098e-05
668	9.138271098e-05
669	9.138271098e-05
670	9.138271098e-05
671	9.138271098e-05
672	9.138271098e-05
673	9.138271098e-05
674	9.138271098e-05
675	9.138271098e-05
676	9.138271098e-05
677	9.138271098e-05
678	9.138271098e-05
679	9.138271098e-05
680	9.138271098e-05
681	9.138271098e-05
682	9.138271098e-05
683	9.138271098e-05
684	9.138271098e-05
685	9.138271098e-05
686	9.138271098e-05
687	9.138271098e-05
688	9.138271098e-05
689	9.138271098e-05
690	9.138271098e-05
691	9.138271098e-05
692	9.138271098e-05
693	9.138271098e-05
694	9.138271098e-05
695	9.138271098e-05
696	9.138271098e-05
697	9.138271098e-05
698	9.138271098e-05
699	9.138271098e-05
700	9.138271098e-05
701	9.138271098e-05
702	9.138271098e-05
703	9.138271098e-05
704	9.138271098e-05
705	9.138271098e-05
706	9.138271098e-05
707	9.138271098e-05
708	9.138271098e-05
709	9.138271098e-05
710	9.138271098e-05
711	9.138271098e-05
712	9.138271098e-05
713	9.138271098e-05
714	9.138271098e-05
715	9.138271098e-05
716	9.138271098e-05
717	9.138271098e-05
718	9.138271098e-05
719	9.138271098e-05
720	9.138271098e-05
721	9.138271098e-05
722	9.138271098e-05
723	9.138271098e-05
724	9.138271098e-05
725	9.138271098e-05
726	9.138271098e-05
727	9.138271098e-05
728	9.138271098e-05
729	9.138271098e-05
730	9.138271098e-05
731	9.138271098e-05
732	9.138271098e-05
733	9.138271098e-05
734	9.138271098e-05
735	9.138271098e-05
736	9.138271098e-05
737	9.138271098e-05
738	9.138271098e-05
739	9.138271098e-05
740	9.138271098e-05
741	9.138271098e-05
742	9.138271098e-05
743	9.138271098e-05
744	9.138271098e-05
745	9.138271098e-05
746	9.138271098e-05
747	9.138271098e-05
748	9.138271098e-05
749	9.138271098e-05
750	9.138271098e-05
751	9.138271098e-05
752	9.138271098e-05
753	9.138271098e-05
754	9.138271098e-05
755	9.138271098e-05
756	9.138271098e-05
757	9.138271098e-05
758	9.138271098e-05
759	9.138271098e-05
760	9.138271098e-05
761	9.138271098e-05
762	9.138271098e-05
763	9.138271098e-05
764	9.138271098e-05
765	9.138271098e-05
766	9.138271098e-05
767	9.138271098e-05
768	9.138271098e-05
769	9.138271098e-05
770	9.138271098e-05
771	9.138271098e-05
772	9.138271098e-05
773	9.138271098e-05
774	9.138271098e-05
775	9.138271098e-05
776	9.138271098e-05
777	9.138271098e-05
778	9.138271098e-05
779	9.138271098e-05
780	9.138271098e-05
781	9.138271098e-05
782	9.138271098e-05
783	9.138271098e-05
784	9.138271098e-05
785	9.138271098e-05
786	9.138271098e-05
787	9.138271098e-05
788	9.138271098e-05
789	9.138271098e-05
790	9.138271098e-05
791	9.138271098e-05
792	9.138271098e-05
793	9.138271098e-05
794	9.138271098e-05
795	9.138271098e-05
796	9.138271098e-05
797	9.138271098e-05
798	9.138271098e-05
799	9.138271098e-05
800	9.138271098e-05
801	9.138271098e-05
802	9.138271098e-05
803	9.138271098e-05
804	9.138271098e-05
805	9.138271098e-05
806	9.138271098e-05
807	9.138271098e-05
808	9.138271098e-05
809	9.138271098e-05
810	9.138271098e-05
811	9.138271098e-05
812	9.138271098e-05
813	9.138271098e-05
814	9.138271098e-05
815	9.138271098e-05
816	9.138271098e-05
817	9.138271098e-05
818	9.138271098e-05
819	9.138271098e-05
820	9.138271098e-05
821	9.138271098e-05
822	9.138271098e-05
823	9.138271098e-05
824	9.138271098e-05
825	9.138271098e-05
826	9.138271098e-05
827	9.138271098e-05
828	9.138271098e-05
829	9.138271098e-05
830	9.138271098e-05
831	9.138271098e-05
832	9.138271098e-05
833	9.138271098e-05
834	9.138271098e-05
835	9.138271098e-05
836	9.138271098e-05
837	9.138271098e-05
838	9.138271098e-05
839	9.138271098e-05
840	9.138271098e-05
841	9.138271098e-05
842	9.138271098e-05
843	9.138271098e-05
844	9.138271098e-05
845	9.138271098e-05
846	9.138271098e-05
847	9.138271098e-05
848	9.138271098e-05
849	9.138271098e-05
850	9.138271098e-05
851	9.138271098e-05
852	9.138271098e-05
853	9.138271098e-05
854	9.138271098e-05
855	9.138271098e-05
856	9.138271098e-05
857	9.138271098e-05
858	9.138271098e-05
859	9.138271098e-05
860	9.138271098e-05
861	9.138271098e-05
862	9.138271098e-05
863	9.138271098e-05
864	9.138271098e-05
865	9.138271098e-05
866	9.138271098e-05
867	9.138271098e-05
868	9.138271098e-05
869	9.138271098e-05
870	9.138271098e-05
871	9.138271098e-05
872	9.138271098e-05
873	9.138271098e-05
874	9.138271098e-05
875	9.138271098e-05
876	9.138271098e-05
877	9.138271098e-05
878	9.138271098e-05
879	9.138271098e-05
880	9.138271098e-05
881	9.138271098e-05
882	9.138271098e-05
883	9.138271098e-05
884	9.138271098e-05
885	9.138271098e-05
886	9.138271098e-05
887	9.138271098e-05
888	9.138271098e-05
889	9.138271098e-05
890	9.138271098e-05
891	9.138271098e-05
892	9.138271098e-05
893	9.138271098e-05
894	9.138271098e-05
895	9.138271098e-05
896	9.138271098e-05
897	9.138271098e-05
898	9.138271098e-05
899	9.138271098e-05
900	9.138271098e-05
901	9.138271098e-05
902	9.138271098e-05
903	9.138271098e-05
904	9.138271098e-05
905	9.138271098e-05
906	9.138271098e-05
907	9.138271098e-05
908	9.138271098e-05
909	9.138271098e-05
910	9.138271098e-05
911	9.138271098e-05
912	9.138271098e-05
913	9.138271098e-05
914	9.138271098e-05
915	9.138271098e-05
916	9.138271098e-05
917	9.138271098e-05
918	9.138271098e-05
919	9.138271098e-05
920	9.138271098e-05
921	9.138271098e-05
922	9.138271098e-05
923	9.138271098e-05
924	9.138271098e-05
925	9.138271098e-05
926	9.138271098e-05
927	9.138271098e-05
928	9.138271098e-05
929	9.138271098e-05
930	9.138271098e-05
931	9.138271098e-05
932	9.138271098e-05
933	9.138271098e-05
934	9.138271098e-05
935	9.138271098e-05
936	9.138271098e-05
937	9.138271098e-05
938	9.138271098e-05
939	9.138271098e-05
940	9.138271098e-05
941	9.138271098e-05
942	9.138271098e-05
943	9.138271098e-05
944	9.138271098e-05
945	9.138271098e-05
946	9.138271098e-05
947	9.138271098e-05
948	9.138271098e-05
949	9.138271098e-05
950	9.138271098e-05
951	9.138271098e-05
952	9.138271098e-05
953	9.138271098e-05
954	9.138271098e-05
955	9.138271098e-05
956	9.138271098e-05
957	9.138271098e-05
958	9.138271098e-05
959	9.138271098e-05
960	9.138271098e-05
961	9.138271098e-05
962	9.138271098e-05
963	9.138271098e-05
964	9.138271098e-05
965	9.138271098e-05
966	9.138271098e-05
967	9.138271098e-05
968	9.138271098e-05
969	9.138271098e-05
970	9.138271098e-05
971	9.138271098e-05
972	9.138271098e-05
973	9.138271098e-05
974	9.138271098e-05
975	9.138271098e-05
976	9.138271098e-05
977	9.138271098e-05
978	9.138271098e-05
979	9.138271098e-05
980	9.138271098e-05
981	9.138271098e-05
982	9.138271098e-05
983	9.138271098e-05
984	9.138271098e-05
985	9.138271098e-05
986	9.138271098e-05
987	9.138271098e-05
988	9.138271098e-05
989	9.138271098e-05
990	9.138271098e-05
991	9.138271098e-05
992	9.138271098e-05
993	9.138271098e-05
994	9.138271098e-05
995	9.138271098e-05
996	9.138271098e-05
997	9.138271098e-05
998	9.138271098e-05
999	9.138271098e-05
